creationTimestamp;id;deliveryLogId;communicationChannel;campaignId;campaignName;deliveryId;sourceEntityId;deliveryName;countryCode;contactPersonOhubId;operatorOhubId;sendDate;isControlGroupMember;isProofGroupMember;selectionForOfflineChannels;waveName;sourceName;concatId;isActive;dateCreated;dateUpdated;campaignConcatId
1545927397428;75ec0f22-a0f0-48a2-8771-89e9e55bdd7d;121600488;Email;488088227;20181003_Hellmann's_promo_RU_ru_ru;491258182;491258182;20181003_Hellmann's_promo_RU_ru_ru_A_final;RU;B5601B8E737507C12F08BA60E486E876954272B7;B5601B8E737507C12F08BA60E486E876954272B7;20181008 22:55:15;false;false;70652;20181003_Hellmann's_promo_RU_ru_ru~20181003_Hellmann's_promo_RU_ru_ru_A_final;ACM;RU~ACM~488088227~491258182;true;;;160568290~US~MM-INIT-OPER~830499~155731510
